Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #4 VID [V]","Core #5 VID [V]","Core #0 Clock (perf #1) [MHz]","Core #1 Clock [MHz]","Core #2 Clock (perf #0) [MHz]","Core #3 Clock (perf #3) [MHz]","Core #4 Clock [MHz]","Core #5 Clock (perf #4) [MHz]","Bus Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Core #4 Thread #0 Usage [%]","Core #4 Thread #1 Usage [%]","Core #5 Thread #0 Usage [%]","Core #5 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Core #4 Ratio [x]","Core #5 Ratio [x]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [°C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core Current (SVI2 TFN) [A]","SoC Current (SVI2 TFN) [A]","CPU Package Power (SMU) [W]","Core #0 Power (SMU) [W]","Core #1 Power (SMU) [W]","Core #2 Power (SMU) [W]","Core #3 Power (SMU) [W]","Core #4 Power (SMU) [W]","Core #5 Power (SMU) [W]","CPU Core Power (SVI2 TFN) [W]","SoC Power (SVI2 TFN) [W]","CPU+SoC Power (SVI2 TFN) [W]","CPU [°C]","Motherboard [°C]","Temperature 3 [°C]","Temperature 4 [°C]","Temperature 5 [°C]","Temperature 6 [°C]","VDDCR CPU [V]","Vccp2 [V]","+12V [V]","+5V [V]","VIN4 [V]","VIN5 [V]","VIN6 [V]","3VSB [V]","VBAT [V]","AVCC3 [V]","CPU [RPM]","Chassis2 [RPM]","Chassis3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan [RPM]","GPU Core Current [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Video Encode 2 Usage [%]","GPU Video Encode 3 Usage [%]","GPU Video Encode 4 Usage [%]","GPU Computing (High Priority Compute) Usage [%]","GPU Computing (Compute 3) Usage [%]","GPU Computing (Compute 0) Usage [%]","GPU Computing (Compute 1) Usage [%]","GPU Fan Speed [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Usage [MB]","GPU Memory Errors []","GPU Voltage [V]","GPU VRM Voltage In (VIN/+12V) [V]","GPU VID [V]","GPU Current [A]","GPU VRM Power Out (POUT) [W]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","GPU Aux Current [A]",
10.11.2018,16:18:39.316,5567,8700,39.0,2634,5489,32.4,0.4,0.344,0.344,0.344,0.344,0.344,0.344,2993.7,2993.7,2993.7,2993.7,2993.7,2993.7,99.8,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.6,0.0,1.4,0.0,2.1,2.1,0.5,30.0,30.0,30.0,30.0,30.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,29.9,1.356,1.094,5.929,8.235,12.385,0.104,0.065,0.117,0.151,0.046,0.293,8.042,9.007,17.049,30,23,27,27,27,27,0.818,2.496,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.357,1051,1300,1207,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.000,3478,3173,28,0.750,0,6.750,5.063,33.297,300.0,300.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,274,0,0.750,11.703,0.750,7.031,5.273,227,16,0.000,0.000,0,0.000,
10.11.2018,16:18:41.677,5567,8700,39.0,2634,5489,32.4,0.4,1.363,1.431,1.431,1.369,1.363,1.369,2993.7,2993.7,2810.7,2827.3,2827.3,4141.2,99.8,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.3,30.0,30.0,28.2,28.3,28.3,41.5,1496.8,15.00,16,20,20,38,70,525,1,27.8,1.356,1.087,13.835,10.000,15.082,0.224,0.102,0.157,0.084,0.240,0.757,18.764,10.875,29.639,27,23,27,27,27,27,1.341,2.496,12.034,5.123,0.033,0.033,0.033,3.357,3.205,3.357,946,1298,1207,Yes,27,96.0,No,No,7335,9723,0.0,0.7,0.7,0.000,0.111,3478,3173,28,0.750,0,6.750,5.063,33.289,300.0,300.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,274,0,0.750,11.703,0.750,6.445,4.980,227,16,0.000,0.000,0,0.000,
10.11.2018,16:18:43.740,5567,8700,39.0,2634,5489,32.4,0.4,1.363,0.756,0.750,1.431,1.369,1.363,2993.7,2993.7,2993.7,2827.3,2827.3,4241.0,99.8,3.5,0.0,2.7,0.0,2.8,0.0,0.7,0.0,0.7,0.0,0.7,2.7,3.5,1.1,30.0,30.0,30.0,28.3,28.3,42.5,1496.8,15.00,16,20,20,38,70,525,1,27.0,1.419,1.087,5.929,9.118,14.996,0.249,0.166,0.188,0.076,0.102,0.677,8.412,9.915,18.328,26,23,27,27,27,27,1.341,2.507,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.335,860,1298,1207,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.004,3478,3173,28,0.750,0,6.750,5.063,33.434,300.0,300.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,274,0,0.750,11.703,0.750,7.031,5.420,227,16,0.046,0.028,0,0.000,
10.11.2018,16:18:45.944,5566,8701,39.0,2634,5489,32.4,0.4,1.431,1.431,1.369,1.344,1.369,0.963,4166.2,2827.3,2993.7,4166.2,4241.0,2993.7,99.8,1.4,0.0,0.0,0.0,2.1,0.0,0.0,0.7,0.0,0.7,0.0,2.1,2.1,0.6,41.8,28.3,30.0,41.8,42.5,30.0,1496.8,15.00,16,20,20,38,70,525,1,34.0,1.350,1.094,9.224,7.941,12.681,0.146,0.081,0.123,0.133,0.123,0.373,12.452,8.686,21.137,34,23,27,27,27,27,0.414,2.496,12.034,5.123,0.033,0.033,0.033,3.357,3.205,3.335,1134,1298,1209,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.001,3478,3173,28,0.750,0,6.750,5.063,33.219,300.0,300.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,274,0,0.750,11.703,0.750,7.031,5.286,227,16,0.000,0.000,0,0.000,
10.11.2018,16:18:48.149,5566,8701,39.0,2634,5489,32.4,0.4,0.450,1.363,1.363,1.419,1.363,1.363,2993.7,2993.7,2993.7,2794.1,2827.3,4241.0,99.8,0.7,0.0,0.0,0.0,0.7,0.0,0.0,1.3,0.0,0.0,0.0,1.3,1.3,0.3,30.0,30.0,30.0,28.0,28.3,42.5,1496.8,15.00,16,20,20,38,70,525,1,30.8,1.450,1.087,5.929,9.118,12.711,0.090,0.086,0.128,0.121,0.072,0.425,8.598,9.915,18.513,30,23,27,27,27,27,0.414,2.507,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.335,1083,1300,1211,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.031,3478,3173,28,0.750,0,6.750,5.063,33.254,300.0,300.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,274,0,0.756,11.703,0.750,6.836,5.127,227,16,0.000,0.000,0,0.000,
10.11.2018,16:18:50.352,5566,8701,39.0,2634,5489,32.4,0.4,0.613,1.375,1.363,1.363,1.363,1.419,2993.7,2993.7,2993.7,2827.3,2827.3,4191.1,99.8,2.1,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,0.4,30.0,30.0,30.0,28.3,28.3,42.0,1496.8,15.00,16,20,20,38,70,525,1,27.9,1.387,1.087,4.612,9.118,14.340,0.195,0.102,0.114,0.082,0.100,0.651,6.399,9.915,16.314,27,23,27,27,27,27,0.850,2.507,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.335,974,1298,1207,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.000,3478,3173,28,0.750,0,7.594,5.695,33.457,300.0,300.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,274,0,0.750,11.703,0.750,6.836,5.273,227,16,0.028,0.039,0,0.000,
10.11.2018,16:18:52.555,5566,8701,39.0,2634,5489,32.4,0.4,0.425,0.625,0.394,1.431,1.363,1.363,2993.7,2993.7,2993.7,2827.3,2827.3,4241.0,99.8,1.4,0.0,1.4,0.0,0.7,0.0,0.0,0.7,0.0,0.7,0.6,2.1,2.1,0.6,30.0,30.0,30.0,28.3,28.3,42.5,1496.8,15.00,16,20,20,38,70,525,1,27.4,1.394,1.087,6.588,9.118,16.888,0.262,0.132,0.156,0.173,0.206,0.946,9.182,9.915,19.098,27,23,27,27,27,27,0.687,2.485,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.335,867,1298,1209,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.009,3478,3173,28,0.750,0,6.750,5.063,33.258,300.0,300.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,274,0,0.750,11.703,0.750,6.641,4.846,227,16,0.448,0.000,0,0.000,
10.11.2018,16:18:57.041,5587,8680,39.1,2647,5476,32.5,0.4,1.425,0.381,0.744,0.956,0.394,1.406,4141.2,2993.7,2993.7,2993.7,2993.7,2827.3,99.8,0.6,1.3,1.3,0.6,0.6,0.0,0.0,0.6,0.0,0.0,0.6,0.6,1.3,0.5,41.5,30.0,30.0,30.0,30.0,28.3,1496.8,15.00,16,20,20,38,70,525,1,30.9,0.875,1.094,3.953,10.000,16.662,0.441,0.275,0.720,0.161,0.274,0.272,3.459,10.938,14.396,30,23,27,27,27,27,0.360,2.507,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.357,1064,1298,1209,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.045,3478,3173,28,0.750,0,6.750,5.063,33.066,300.0,300.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,275,0,0.750,11.703,0.750,6.836,5.139,227,16,0.028,0.028,0,0.000,
10.11.2018,16:18:59.248,5577,8690,39.0,2646,5477,32.5,0.4,0.462,1.419,1.400,1.363,0.475,0.344,2993.7,4241.0,4191.1,2827.3,2993.7,2993.7,99.8,2.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.7,1.3,2.0,0.4,30.0,42.5,42.0,28.3,30.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,27.8,1.356,1.094,5.271,8.235,13.540,0.152,0.090,0.278,0.200,0.057,0.465,7.148,9.007,16.156,28,23,27,27,27,27,1.341,2.507,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.335,961,1298,1211,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.052,3478,3173,28,0.750,0,6.750,5.063,33.289,300.0,300.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,275,0,0.750,11.703,0.750,6.836,5.139,227,16,0.000,0.000,0,0.000,
10.11.2018,16:19:1.451,5577,8690,39.0,2646,5477,32.5,0.4,1.369,1.369,0.569,1.369,1.438,1.394,2993.7,2993.7,2993.7,2827.3,4116.3,4166.2,99.8,0.0,0.0,2.8,0.0,2.1,0.0,0.7,0.0,0.0,0.0,0.7,3.5,3.5,0.8,30.0,30.0,30.0,28.3,41.3,41.8,1496.8,15.00,16,20,20,38,70,525,1,34.0,1.400,1.087,6.588,9.118,14.427,0.186,0.101,0.199,0.113,0.109,0.710,9.224,9.915,19.139,34,23,27,27,27,27,1.341,2.485,12.034,5.123,0.033,0.033,0.033,3.335,3.205,3.335,1134,1298,1207,Yes,27,96.0,No,No,7335,9723,0.0,0.0,0.0,0.000,0.029,3478,3173,28,0.750,0,7.594,5.695,33.332,300.0,300.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,24,8.0,275,0,0.750,11.703,0.750,7.813,6.018,227,16,0.081,0.115,0,0.000,
