Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #4 VID [V]","Core #5 VID [V]","Core #0 Clock (perf #1) [MHz]","Core #1 Clock [MHz]","Core #2 Clock (perf #0) [MHz]","Core #3 Clock (perf #3) [MHz]","Core #4 Clock [MHz]","Core #5 Clock (perf #4) [MHz]","Bus Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Core #4 Thread #0 Usage [%]","Core #4 Thread #1 Usage [%]","Core #5 Thread #0 Usage [%]","Core #5 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Core #4 Ratio [x]","Core #5 Ratio [x]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trc [T]","Trfc [T]","Command Rate [T]","CPU (Tctl/Tdie) [°C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core Current (SVI2 TFN) [A]","SoC Current (SVI2 TFN) [A]","CPU Package Power (SMU) [W]","Core #0 Power (SMU) [W]","Core #1 Power (SMU) [W]","Core #2 Power (SMU) [W]","Core #3 Power (SMU) [W]","Core #4 Power (SMU) [W]","Core #5 Power (SMU) [W]","CPU Core Power (SVI2 TFN) [W]","SoC Power (SVI2 TFN) [W]","CPU+SoC Power (SVI2 TFN) [W]","CPU [°C]","Motherboard [°C]","Temperature 3 [°C]","Temperature 4 [°C]","Temperature 5 [°C]","Temperature 6 [°C]","VDDCR CPU [V]","Vccp2 [V]","+12V [V]","+5V [V]","VIN4 [V]","VIN5 [V]","VIN6 [V]","3VSB [V]","VBAT [V]","AVCC3 [V]","CPU [RPM]","Chassis2 [RPM]","Chassis3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Thermal Diode [°C]","GPU Core Voltage (VDDC) [V]","GPU Fan [RPM]","GPU Core Current [A]","GPU Core Power [W]","GPU Chip Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Utilization [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Video Encode 2 Usage [%]","GPU Video Encode 3 Usage [%]","GPU Video Encode 4 Usage [%]","GPU Computing (High Priority Compute) Usage [%]","GPU Computing (Compute 3) Usage [%]","GPU Computing (Compute 0) Usage [%]","GPU Computing (Compute 1) Usage [%]","GPU Fan Speed [%]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Memory Usage [MB]","GPU Memory Errors []","GPU Voltage [V]","GPU VRM Voltage In (VIN/+12V) [V]","GPU VID [V]","GPU Current [A]","GPU VRM Power Out (POUT) [W]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []","GPU Aux Current [A]",
10.11.2018,16:21:59.675,10444,3823,73.2,5094,3029,62.7,0.3,1.419,1.419,1.425,1.419,1.413,1.419,4191.1,4241.0,4191.1,2993.7,4091.3,4166.2,99.8,3.0,0.7,6.0,0.0,4.5,0.7,4.4,1.4,0.7,1.4,0.0,2.2,6.0,2.1,42.0,42.5,42.0,30.0,41.0,41.8,1496.8,15.00,16,20,20,38,70,525,1,44.6,1.412,1.087,5.929,9.118,21.432,0.930,1.294,1.666,0.419,0.286,0.384,8.375,9.915,18.291,44,24,34,34,34,34,1.384,2.496,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1654,1300,1207,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.000,5458,3253,34,0.750,0,6.750,5.063,33.156,300.0,300.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,6.641,4.993,252,17,15.699,3.491,0,0.000,
10.11.2018,16:22:1.762,10444,3823,73.2,5094,3029,62.7,0.3,1.425,1.394,1.419,1.406,1.394,1.419,4091.3,4141.2,4191.1,4091.3,2794.1,4116.3,99.8,3.7,1.4,5.2,0.0,3.7,1.4,3.7,0.0,0.7,0.7,0.7,1.4,5.2,1.9,41.0,41.5,42.0,41.0,28.0,41.3,1496.8,15.00,16,20,20,38,70,525,1,42.0,1.419,1.087,6.588,9.118,21.869,0.927,1.264,1.729,0.682,0.319,0.559,9.347,9.915,19.262,42,24,34,34,34,34,1.395,2.496,12.034,5.123,0.033,0.033,0.033,3.357,3.205,3.357,1530,1300,1205,Yes,28,96.0,No,No,7335,9725,0.1,0.0,0.1,0.158,0.000,5458,3253,34,0.750,0,6.750,5.063,32.875,300.0,300.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1625,0,0.750,11.672,0.750,7.227,5.420,252,17,14.412,7.744,0,0.000,
10.11.2018,16:22:5.936,10456,3811,73.2,5095,3028,62.7,0.3,1.419,1.419,1.419,1.406,1.363,1.363,4191.1,4191.1,4191.1,4141.2,2760.8,4091.3,99.8,4.5,3.7,4.5,2.2,5.2,1.5,4.4,0.7,5.2,0.7,2.2,1.5,5.2,3.0,42.0,42.0,42.0,41.5,27.7,41.0,1496.8,15.00,16,20,20,38,70,525,1,39.4,1.394,1.087,6.588,9.118,23.626,1.243,1.343,1.774,0.648,0.960,1.223,9.182,9.915,19.098,39,24,34,34,34,34,1.406,2.496,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.335,1366,1300,1207,Yes,28,96.0,No,No,7335,9725,0.9,0.6,1.4,2.250,1.055,5462,3255,34,0.750,0,6.750,5.063,33.070,300.0,300.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,6.836,5.127,252,17,64.622,8.118,0,0.000,
10.11.2018,16:22:8.024,10451,3816,73.2,5095,3028,62.7,0.3,1.394,1.419,1.419,1.419,1.394,1.388,4191.1,4191.1,4191.1,2794.1,2760.8,4191.1,99.8,1.4,0.7,5.9,0.0,9.7,0.7,2.2,1.4,1.5,0.7,0.7,1.4,9.7,2.2,42.0,42.0,42.0,28.0,27.7,42.0,1496.8,15.00,16,20,20,38,70,525,1,47.3,1.356,1.087,7.906,9.118,24.111,1.074,1.668,1.918,0.821,0.549,1.380,10.722,9.915,20.638,47,24,34,34,34,34,1.352,2.507,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1580,1303,1211,Yes,28,96.0,No,No,7335,9725,0.0,0.1,0.2,0.035,0.596,5462,3256,34,0.750,0,6.750,5.063,33.324,300.0,300.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,6.641,4.993,253,17,245.467,18.046,0,0.000,
10.11.2018,16:22:10.112,10474,3794,73.4,5106,3017,62.8,0.3,1.394,1.375,1.394,1.419,1.394,1.419,4141.2,4091.3,4191.1,2794.1,2794.1,4091.3,99.8,6.0,2.9,7.5,0.0,6.7,0.7,2.2,0.0,0.0,0.0,5.2,4.5,7.5,3.0,41.5,41.0,42.0,28.0,28.0,41.0,1496.8,15.00,16,20,20,38,70,525,1,44.0,1.419,1.087,7.906,9.118,23.874,1.371,1.456,1.785,0.479,0.326,1.875,11.216,9.915,21.132,44,24,33,33,33,33,1.406,2.485,11.968,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1614,1300,1207,Yes,28,96.0,No,No,7335,9725,0.0,1.4,1.4,0.029,1.258,5463,3259,34,0.750,0,5.906,4.430,33.039,300.0,300.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1625,0,0.750,11.703,0.750,6.250,4.700,253,17,156.470,6.135,0,0.000,
10.11.2018,16:22:12.200,10526,3741,73.7,5126,2998,63.0,0.3,1.394,1.363,1.375,1.431,1.400,1.425,4141.2,4141.2,4116.3,4141.2,4141.2,2794.1,99.8,2.2,7.4,7.4,0.7,8.2,0.0,3.7,0.7,0.7,2.2,1.4,0.7,8.2,2.9,41.5,41.5,41.3,41.5,41.5,28.0,1496.8,15.00,16,20,20,38,70,525,1,41.5,1.387,1.087,9.224,9.118,24.218,1.519,1.594,1.929,0.838,0.454,1.295,12.798,9.915,22.713,41,24,34,34,34,34,1.373,2.507,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.335,1510,1303,1205,Yes,28,96.0,No,No,7335,9725,0.6,0.1,0.7,1.076,0.510,5465,3260,34,0.750,0,7.594,5.695,33.414,300.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1625,0,0.750,11.703,0.750,7.227,5.579,254,17,498.767,18.777,0,0.000,
10.11.2018,16:22:14.288,10527,3740,73.7,5124,2999,63.0,0.3,1.419,1.419,1.419,1.419,1.419,1.394,4166.2,4191.1,4166.2,4091.3,2760.8,2993.7,99.8,2.9,0.7,8.2,0.0,0.7,1.5,0.7,0.0,0.7,3.0,2.2,0.7,8.2,1.8,41.8,42.0,41.8,41.0,27.7,30.0,1496.8,15.00,16,20,20,38,70,525,1,39.6,1.419,1.087,5.929,9.118,22.763,1.116,1.630,1.741,0.429,0.335,0.971,8.412,9.915,18.328,39,24,33,33,33,33,1.395,2.507,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.335,1415,1300,1211,Yes,28,96.0,No,No,7335,9725,0.0,0.2,0.3,0.041,1.127,5465,3262,34,0.750,0,6.750,5.063,33.305,300.0,300.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,7.031,5.286,257,17,1578.370,40.717,0,0.000,
10.11.2018,16:22:16.375,10545,3722,73.9,5039,3084,62.0,0.3,1.419,1.419,1.419,1.413,1.394,1.419,4191.1,4191.1,4191.1,2794.1,2993.7,2993.7,99.8,6.7,2.9,10.5,2.2,7.5,3.0,4.4,2.9,2.9,4.5,5.2,3.7,10.5,4.7,42.0,42.0,42.0,28.0,30.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,38.9,1.419,1.087,5.929,9.118,25.051,1.528,1.871,2.080,0.896,0.840,1.366,8.412,9.915,18.328,38,24,33,33,33,33,1.363,2.496,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.335,1352,1298,1209,Yes,28,96.0,No,No,7335,9725,0.3,0.5,0.8,0.357,2.527,5465,3267,34,0.750,0,6.750,5.063,33.297,300.0,300.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,7.031,5.286,257,17,75.667,5.521,0,0.000,
10.11.2018,16:22:18.462,10544,3723,73.9,5036,3087,61.9,0.3,1.356,1.419,1.419,1.419,1.419,1.419,4091.3,4191.1,4191.1,2993.7,2794.1,2993.7,99.8,0.0,0.0,8.9,0.0,2.9,1.4,0.0,0.0,0.7,2.2,0.0,2.2,8.9,1.5,41.0,42.0,42.0,30.0,28.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,38.4,1.412,1.087,5.929,9.118,21.706,0.942,1.320,1.687,0.382,0.412,0.571,8.375,9.915,18.291,38,24,33,33,33,33,1.406,2.507,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1318,1300,1209,Yes,28,96.0,No,No,7335,9725,0.1,0.2,0.2,0.160,0.659,5466,3268,34,0.750,0,6.750,5.063,33.473,300.0,300.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,7.813,5.859,257,17,0.195,0.211,0,0.000,
10.11.2018,16:22:20.550,10544,3723,73.9,5036,3087,61.9,0.3,1.419,1.419,1.375,1.394,1.419,1.419,4191.1,4191.1,4116.3,2993.7,2794.1,2993.7,99.8,1.5,0.7,1.5,0.0,2.2,0.0,0.0,0.0,0.0,0.7,1.5,0.7,2.2,0.7,42.0,42.0,41.3,30.0,28.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,37.5,1.419,1.087,6.588,9.118,20.619,0.921,0.985,1.635,0.288,0.210,0.282,9.347,9.915,19.262,37,24,33,33,33,33,1.406,2.496,11.968,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1288,1300,1211,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.031,5466,3269,33,0.750,0,7.594,5.695,33.305,300.0,300.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.734,0.750,7.031,5.286,257,17,0.294,0.239,0,0.000,
10.11.2018,16:22:22.638,10544,3723,73.9,5036,3087,61.9,0.3,1.419,1.425,1.425,1.375,1.419,1.375,4191.1,4191.1,4191.1,4116.3,2993.7,2760.8,99.8,4.4,1.4,6.7,0.0,5.2,1.4,0.0,0.0,0.0,1.4,0.7,1.4,6.7,1.9,42.0,42.0,42.0,41.3,30.0,27.7,1496.8,15.00,16,20,20,38,70,525,1,45.3,1.425,1.087,8.565,9.118,21.465,0.984,1.061,1.600,0.343,0.369,0.671,12.205,9.915,22.120,45,24,33,33,33,33,1.363,2.507,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1480,1300,1207,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.004,5466,3269,34,0.750,0,7.594,5.695,33.477,300.0,300.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,7.422,5.579,257,17,0.646,0.000,0,0.000,
10.11.2018,16:22:24.725,10543,3724,73.8,5036,3087,61.9,0.3,1.394,1.419,1.419,1.419,1.413,1.419,4191.1,4191.1,4191.1,2993.7,2760.8,2993.7,99.8,1.4,0.0,5.9,0.0,5.2,0.0,0.7,0.0,0.7,1.5,0.7,2.2,5.9,1.5,42.0,42.0,42.0,30.0,27.7,30.0,1496.8,15.00,16,20,20,38,70,525,1,42.3,1.412,1.087,6.588,9.118,21.658,1.008,1.310,1.651,0.326,0.247,0.831,9.306,9.915,19.221,42,24,33,33,33,33,1.406,2.507,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.335,1534,1300,1207,Yes,28,96.0,No,No,7335,9725,0.1,0.0,0.1,0.159,0.000,5466,3269,34,0.750,0,6.750,5.063,33.715,300.0,300.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,7.031,5.286,257,17,1.510,0.000,0,0.000,
10.11.2018,16:22:26.813,10543,3724,73.8,5036,3087,61.9,0.3,1.413,1.369,1.419,1.419,1.419,1.381,4166.2,4166.2,4191.1,2993.7,2993.7,4166.2,99.8,1.5,0.0,5.2,0.7,3.7,1.4,1.4,0.7,0.0,0.0,0.7,1.4,5.2,1.4,41.8,41.8,42.0,30.0,30.0,41.8,1496.8,15.00,16,20,20,38,70,525,1,40.0,1.419,1.087,5.929,9.118,21.813,0.935,1.403,1.687,0.354,0.222,0.728,8.412,9.915,18.328,40,24,33,33,33,33,1.406,2.496,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.357,1448,1300,1207,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.000,5466,3269,33,0.750,0,6.750,5.063,33.297,300.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.703,0.750,7.031,5.286,257,17,0.618,1.323,0,0.000,
10.11.2018,16:22:28.897,10543,3724,73.8,5036,3087,61.9,0.3,1.425,1.419,1.419,1.406,1.419,1.419,4191.1,4166.2,4166.2,4141.2,2794.1,2993.7,99.8,0.7,0.7,2.9,0.0,1.4,0.0,1.5,0.0,0.0,1.4,0.0,0.7,2.9,0.8,42.0,41.8,41.8,41.5,28.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,38.8,1.412,1.087,5.929,9.118,21.805,0.925,1.311,1.689,0.353,0.311,0.752,8.375,9.915,18.291,38,24,33,33,33,33,1.395,2.507,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.357,1371,1300,1209,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.068,5466,3269,33,0.750,0,6.750,5.063,33.398,300.0,300.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,92,8.0,1624,0,0.750,11.734,0.750,7.031,5.273,257,17,0.000,0.000,0,1.000,
10.11.2018,16:22:30.985,10679,3588,74.8,5006,3117,61.6,0.3,1.350,1.356,1.369,1.356,1.350,1.356,4091.3,4091.3,4091.3,4091.3,4091.3,4091.3,99.8,4.5,20.1,31.5,1.5,14.2,4.4,8.2,3.7,12.7,1.4,7.4,8.2,31.5,9.8,41.0,41.0,41.0,41.0,41.0,41.0,1496.8,15.00,16,20,20,38,70,525,1,47.4,1.369,1.087,11.859,9.118,30.640,3.207,4.499,2.537,1.532,1.795,1.789,16.232,9.915,26.147,47,24,33,33,33,33,1.363,2.507,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.357,1318,1300,1205,Yes,28,96.0,No,No,7335,9725,0.1,0.0,0.1,0.286,0.001,5467,3269,39,1.194,0,84.375,100.723,92.313,1430.0,2100.0,100.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781,93,8.0,1900,0,1.194,11.672,1.200,53.906,58.301,257,17,0.106,0.121,0,0.000,
10.11.2018,16:22:33.074,10678,3589,74.8,5033,3091,61.9,0.3,1.356,1.363,1.363,1.356,1.363,1.363,4091.3,4066.4,4066.4,4066.4,4066.4,4066.4,99.8,5.2,51.4,30.5,0.7,29.1,5.2,26.8,2.2,37.3,3.7,13.4,0.7,51.4,17.2,41.0,40.8,40.8,40.8,40.8,40.8,1496.8,15.00,16,20,20,38,70,525,1,45.4,1.337,1.087,11.859,9.412,38.396,6.777,3.514,3.675,3.572,4.594,2.128,15.861,10.235,26.096,45,24,33,33,33,33,1.352,2.485,12.034,5.096,0.033,0.033,0.033,3.357,3.205,3.357,1603,1298,1203,Yes,28,96.0,No,No,7335,9725,0.1,0.0,0.1,0.251,0.021,5467,3269,40,1.175,0,104.625,122.934,96.043,1430.0,2100.0,100.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781,93,8.0,1900,0,1.194,11.703,1.200,58.594,63.477,257,17,0.030,0.030,0,0.000,
10.11.2018,16:22:35.161,10693,3574,74.9,5078,3045,62.5,0.3,1.350,1.344,1.337,1.337,1.369,1.337,4041.4,4041.4,4041.4,4041.4,4091.3,4091.3,99.8,0.7,52.6,22.5,2.2,18.7,6.7,38.3,9.7,27.8,11.2,12.0,3.0,52.6,17.1,40.5,40.5,40.5,40.5,41.0,41.0,1496.8,15.00,16,20,20,38,70,525,1,44.0,1.350,1.087,17.129,9.706,38.051,6.474,2.600,2.966,5.275,4.460,2.008,23.125,10.555,33.680,44,24,33,33,33,33,1.352,2.496,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1573,1298,1205,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.023,0.000,5467,3269,38,1.131,0,32.906,37.225,52.484,1240.0,2100.0,66.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601,93,8.0,1720,0,1.025,11.672,1.025,26.563,25.928,257,17,0.000,0.000,0,0.000,
10.11.2018,16:22:37.249,10691,3576,74.9,5081,3042,62.5,0.3,1.413,1.419,1.413,1.363,1.413,1.406,4166.2,4166.2,4116.3,2760.8,4166.2,4166.2,99.8,1.4,3.0,2.9,1.4,10.4,0.0,3.7,0.0,2.2,0.7,0.7,1.4,10.4,2.3,41.8,41.8,41.3,27.7,41.8,41.8,1496.8,15.00,16,20,20,38,70,525,1,41.5,1.412,1.087,7.247,9.118,23.764,1.339,1.470,1.842,0.611,0.603,1.311,10.236,9.915,20.152,41,24,33,33,33,33,1.395,2.507,11.968,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1493,1300,1209,Yes,28,96.0,No,No,7335,9725,0.1,0.3,0.3,0.158,0.413,5468,3270,35,0.750,0,6.750,5.063,33.297,300.0,300.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605,93,8.0,1724,0,0.750,11.703,0.750,6.836,5.286,257,17,0.000,0.000,0,0.000,
10.11.2018,16:22:39.338,10575,3693,74.1,5080,3043,62.5,0.3,1.419,1.419,1.419,1.425,1.419,1.419,4191.1,4191.1,4191.1,4166.2,2993.7,2993.7,99.8,0.0,2.2,7.4,0.0,0.0,2.2,1.4,0.7,1.5,0.7,1.5,4.4,7.4,1.8,42.0,42.0,42.0,41.8,30.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,39.9,1.431,1.087,5.929,9.118,22.617,1.088,0.961,1.625,0.563,0.326,1.459,8.486,9.915,18.402,39,24,33,33,33,33,1.373,2.507,12.034,5.123,0.033,0.033,0.033,3.335,3.205,3.357,1415,1300,1207,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.005,5468,3270,34,0.750,0,6.750,5.063,33.297,300.0,300.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605,93,8.0,1724,0,0.750,11.672,0.750,7.031,5.139,257,17,0.000,0.000,0,0.000,
10.11.2018,16:22:41.424,10567,3701,74.0,5076,3047,62.4,0.3,1.406,1.419,1.375,1.425,1.394,1.369,4191.1,4191.1,4191.1,2777.4,2777.4,2993.7,99.8,1.5,1.4,2.2,0.0,7.5,0.0,3.0,0.0,1.4,0.0,0.0,3.7,7.5,1.7,42.0,42.0,42.0,27.8,27.8,30.0,1496.8,15.00,16,20,20,38,70,525,1,39.0,1.431,1.087,7.247,9.118,21.800,1.083,1.169,1.726,0.501,0.277,0.716,10.372,9.915,20.288,39,24,33,33,33,33,1.384,2.496,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.335,1355,1300,1207,Yes,28,96.0,No,No,7335,9725,0.1,0.0,0.1,0.160,0.003,5468,3270,34,0.750,0,7.594,5.695,33.305,300.0,300.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605,93,8.0,1724,0,0.750,11.703,0.750,7.227,5.286,257,17,0.000,0.000,0,0.000,
10.11.2018,16:22:45.597,10569,3698,74.0,5077,3046,62.4,0.3,1.419,1.419,1.413,1.375,1.419,1.419,4191.1,2794.1,4191.1,2794.1,2993.7,2993.7,99.8,0.0,2.2,1.5,0.0,8.9,0.0,2.2,1.5,2.9,0.0,0.7,3.0,8.9,1.9,42.0,28.0,42.0,28.0,30.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,45.0,1.419,1.087,5.929,9.118,22.088,1.088,1.249,1.946,0.507,0.432,0.525,8.412,9.915,18.328,45,24,33,33,33,33,1.373,2.485,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1646,1303,1203,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.015,5468,3270,35,0.750,0,6.750,5.063,33.297,300.0,300.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594,93,8.0,1713,0,0.750,11.703,0.750,6.836,5.127,257,17,2.131,0.402,0,0.000,
10.11.2018,16:22:47.684,10559,3708,74.0,5076,3047,62.4,0.3,1.419,1.419,1.419,1.394,1.450,1.431,4191.1,4191.1,4191.1,2993.7,4116.3,4116.3,99.8,1.5,2.2,5.2,0.0,10.5,0.7,2.9,0.0,0.7,0.7,1.4,4.4,10.5,2.5,42.0,42.0,42.0,30.0,41.3,41.3,1496.8,15.00,16,20,20,38,70,525,1,42.0,1.425,1.087,5.929,9.118,22.169,1.050,1.193,1.859,0.384,0.481,0.977,8.449,9.915,18.365,42,24,33,33,33,33,1.373,2.496,12.034,5.123,0.033,0.033,0.033,3.357,3.205,3.357,1548,1300,1207,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.021,0.056,5468,3270,34,0.750,0,6.750,5.063,33.305,300.0,300.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598,93,8.0,1718,0,0.750,11.703,0.750,7.031,5.286,257,17,0.000,0.030,0,0.000,
10.11.2018,16:22:49.781,10560,3707,74.0,5076,3047,62.4,0.3,1.425,1.394,1.369,1.388,1.356,1.400,4191.1,4091.3,4141.2,4141.2,2760.8,4141.2,99.8,3.7,22.9,4.4,0.7,7.4,1.4,3.7,0.7,0.7,0.0,0.7,5.2,22.9,4.3,42.0,41.0,41.5,41.5,27.7,41.5,1496.8,15.00,16,20,20,38,70,525,1,41.0,1.394,1.087,11.859,9.118,25.622,4.098,1.382,1.703,0.635,0.294,1.806,16.528,9.915,26.444,41,24,33,33,33,33,1.395,2.496,12.034,5.123,0.033,0.033,0.033,3.335,3.205,3.357,1454,1300,1205,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.000,5468,3270,34,0.750,0,6.750,5.063,33.055,300.0,300.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598,93,8.0,1718,0,0.750,11.703,0.750,6.445,4.846,257,17,0.063,0.030,0,0.000,
10.11.2018,16:22:51.858,10556,3711,73.9,5075,3048,62.4,0.3,1.419,1.419,1.394,1.400,1.419,1.419,4191.1,4191.1,4091.3,2777.4,2993.7,2993.7,99.8,2.2,35.3,14.2,1.5,7.5,1.5,5.2,0.0,1.5,1.4,0.0,4.5,35.3,6.2,42.0,42.0,41.0,27.8,30.0,30.0,1496.8,15.00,16,20,20,38,70,525,1,49.4,1.375,1.087,11.859,10.294,26.826,5.420,1.832,1.776,0.838,0.263,1.147,16.306,11.195,27.501,49,24,33,33,33,33,1.384,2.507,12.034,5.096,0.033,0.033,0.033,3.335,3.205,3.357,1607,1300,1205,Yes,28,96.0,No,No,7335,9725,0.0,0.0,0.0,0.000,0.015,5468,3270,34,0.750,0,6.750,5.063,33.297,300.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598,93,8.0,1718,0,0.750,11.703,0.750,7.031,5.286,257,17,0.521,0.603,0,0.000,
